"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","SNOW","SNWD","TMAX","TMIN"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-01-01","0.00","0.0","0.0","65","52"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-01-02","0.00","0.0","0.0","68","51"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-01-03","0.00","0.0","0.0","61","50"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-01-04","0.00","0.0","0.0","59","51"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-01-05","0.00","0.0","0.0","60","51"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-01-06","0.00","0.0","0.0","63","49"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-01-07","0.00","0.0","0.0","58","48"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-01-08","0.00","0.0","0.0","53","48"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-01-09","0.02","0.0","0.0","59","50"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-01-10","0.00","0.0","0.0","69","49"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-01-11","0.00","0.0","0.0","66","52"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-01-12","0.00","0.0","0.0","58","47"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-01-13","0.00","0.0","0.0","54","46"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-01-14","0.00","0.0","0.0","51","46"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-01-15","0.19","0.0","0.0","58","50"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-01-16","1.29","0.0","0.0","62","53"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-01-17","0.00","0.0","0.0","60","49"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-01-18","0.34","0.0","0.0","60","52"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-01-19","0.08","0.0","0.0","61","50"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-01-20","0.38","0.0","0.0","57","47"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-01-21","0.26","0.0","0.0","59","48"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-01-22","0.00","0.0","0.0","56","46"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-01-23","0.05","0.0","0.0","54","43"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-01-24","0.79","0.0","0.0","58","51"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-01-25","0.00","0.0","0.0","58","47"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-01-26","0.00","0.0","0.0","52","42"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-01-27","0.69","0.0","0.0","61","51"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-01-28","0.00","0.0","0.0","59","43"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-01-29","0.00","0.0","0.0","55","46"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-01-30","0.76","0.0","0.0","58","51"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-01-31","1.31","0.0","0.0","60","51"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-02-01","0.00","0.0","0.0","59","48"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-02-02","0.00","0.0","0.0","61","53"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-02-03","0.40","0.0","0.0","59","53"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-02-04","1.81","0.0","0.0","62","57"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-02-05","0.00","0.0","0.0","68","56"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-02-06","0.02","0.0","0.0","66","52"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-02-07","0.00","0.0","0.0","63","51"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-02-08","0.00","0.0","0.0","62","50"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-02-09","0.00","0.0","0.0","64","54"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-02-10","0.00","0.0","0.0","67","55"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-02-11","0.00","0.0","0.0","72","53"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-02-12","0.00","0.0","0.0","75","53"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-02-13","0.00","0.0","0.0","72","54"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-02-14","0.00","0.0","0.0","70","53"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-02-15","0.45","0.0","0.0","62","54"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-02-16","0.00","0.0","0.0","71","58"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-02-17","0.07","0.0","0.0","65","59"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-02-18","0.27","0.0","0.0","63","56"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-02-19","0.40","0.0","0.0","61","57"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-02-20","0.47","0.0","0.0","63","56"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-02-21","0.77","0.0","0.0","58","45"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-02-22","0.10","0.0","0.0","57","44"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-02-23","0.13","0.0","0.0","57","43"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-02-24","0.06","0.0","0.0","53","42"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-02-25","0.00","0.0","0.0","53","40"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-02-26","0.00","0.0","0.0","56","40"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-02-27","0.37","0.0","0.0","55","43"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-02-28","0.26","0.0","0.0","55","47"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-02-29","0.32","0.0","0.0","58","48"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-03-01","0.04","0.0","0.0","65","52"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-03-02","0.00","0.0","0.0","69","49"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-03-03","0.06","0.0","0.0","59","54"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-03-04","0.80","0.0","0.0","60","54"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-03-05","0.08","0.0","0.0","61","49"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-03-06","0.00","0.0","0.0","63","45"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-03-07","0.00","0.0","0.0","73","55"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-03-08","0.00","0.0","0.0","70","54"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-03-09","0.00","0.0","0.0","72","55"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-03-10","0.19","0.0","0.0","63","55"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-03-11","0.32","0.0","0.0","64","56"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-03-12","0.49","0.0","0.0","57","52"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-03-13","0.00","0.0","0.0","71","48"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-03-14","0.00","0.0","0.0","71","52"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-03-15","0.00","0.0","0.0","67","55"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-03-16","0.00","0.0","0.0","70","55"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-03-17","0.00","0.0","0.0","77","53"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-03-18","0.00","0.0","0.0","76","56"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-03-19","0.00","0.0","0.0","70","54"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-03-20","0.00","0.0","0.0","70","52"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-03-21","0.00","0.0","0.0","63","52"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-03-22","0.00","0.0","0.0","59","51"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-03-23","0.00","0.0","0.0","62","48"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-03-24","0.00","0.0","0.0","61","49"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-03-25","0.00","0.0","0.0","62","52"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-03-26","0.00","0.0","0.0","68","47"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-03-27","0.00","0.0","0.0","68","53"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-03-28","0.01","0.0","0.0","59","51"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-03-29","0.00","0.0","0.0","61","49"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-03-30","0.00","0.0","0.0","65","49"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-03-31","0.00","0.0","0.0","70","51"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-04-01","1.08","0.0","0.0","61","55"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-04-02","0.00","0.0","0.0","64","52"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-04-03","0.00","0.0","0.0","65","49"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-04-04","0.00","0.0","0.0","72","52"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-04-05","0.00","0.0","0.0","72","54"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-04-06","0.00","0.0","0.0","76","55"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-04-07","0.00","0.0","0.0","74","54"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-04-08","0.00","0.0","0.0","64","54"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-04-09","0.00","0.0","0.0","65","54"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-04-10","0.00","0.0","0.0","64","52"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-04-11","0.00","0.0","0.0","64","51"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-04-12","0.00","0.0","0.0","65","53"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-04-13","0.00","0.0","0.0","69","51"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-04-14","0.00","0.0","0.0","75","52"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-04-15","0.04","0.0","0.0","64","58"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-04-16","0.03","0.0","0.0","65","54"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-04-17","0.43","0.0","0.0","62","51"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-04-18","0.02","0.0","0.0","63","49"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-04-19","0.01","0.0","0.0","62","49"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-04-20","0.00","0.0","0.0","61","50"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-04-21","0.00","0.0","0.0","67","50"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-04-22","0.00","0.0","0.0","68","56"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-04-23","0.00","0.0","0.0","70","55"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-04-24","0.08","0.0","0.0","70","59"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-04-25","0.00","0.0","0.0","76","56"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-04-26","0.00","0.0","0.0","80","60"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-04-27","0.00","0.0","0.0","80","57"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-04-28","0.00","0.0","0.0","85","61"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-04-29","0.00","0.0","0.0","86","60"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-04-30","0.00","0.0","0.0","91","63"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-05-01","0.00","0.0","0.0","83","62"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-05-02","0.00","0.0","0.0","80","60"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-05-03","0.00","0.0","0.0","67","52"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-05-04","0.00","0.0","0.0","67","51"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-05-05","0.00","0.0","0.0","66","52"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-05-06","0.00","0.0","0.0","63","52"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-05-07","0.00","0.0","0.0","64","53"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-05-08","0.00","0.0","0.0","64","52"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-05-09","0.00","0.0","0.0","66","50"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-05-10","0.00","0.0","0.0","71","51"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-05-11","0.00","0.0","0.0","85","57"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-05-12","0.00","0.0","0.0","78","58"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-05-13","0.00","0.0","0.0","73","56"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-05-14","0.00","0.0","0.0","72","58"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-05-15","1.79","0.0","0.0","66","61"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-05-16","0.26","0.0","0.0","67","61"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-05-17","0.22","0.0","0.0","66","61"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-05-18","0.00","0.0","0.0","67","57"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-05-19","0.00","0.0","0.0","68","55"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-05-20","0.00","0.0","0.0","68","55"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-05-21","0.27","0.0","0.0","68","56"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-05-22","0.00","0.0","0.0","69","55"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-05-23","0.00","0.0","0.0","70","54"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-05-24","0.00","0.0","0.0","79","62"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-05-25","0.00","0.0","0.0","84","57"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-05-26","0.00","0.0","0.0","60","54"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-05-27","0.00","0.0","0.0","67","53"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-05-28","0.00","0.0","0.0","64","52"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-05-29","0.00","0.0","0.0","64","52"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-05-30","0.00","0.0","0.0","67","53"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-05-31","0.00","0.0","0.0","70","52"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-06-01","0.00","0.0","0.0","81","55"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-06-02","0.00","0.0","0.0","90","60"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-06-03","0.00","0.0","0.0","80","60"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-06-04","0.00","0.0","0.0","69","55"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-06-05","0.00","0.0","0.0","84","55"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-06-06","0.00","0.0","0.0","77","54"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-06-07","0.00","0.0","0.0","67","56"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-06-08","0.00","0.0","0.0","71","54"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-06-09","0.00","0.0","0.0","73","55"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-06-10","0.00","0.0","0.0","70","54"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-06-11","0.00","0.0","0.0","73","53"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-06-12","0.00","0.0","0.0","63","54"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-06-13","0.00","0.0","0.0","65","54"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-06-14","0.00","0.0","0.0","66","54"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-06-15","0.00","0.0","0.0","63","53"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-06-16","0.00","0.0","0.0","59","53"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-06-17","0.00","0.0","0.0","73","52"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-06-18","0.00","0.0","0.0","74","54"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-06-19","0.00","0.0","0.0","73","55"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-06-20","0.00","0.0","0.0","64","54"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-06-21","0.00","0.0","0.0","65","53"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-06-22","0.00","0.0","0.0","71","53"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-06-23","0.00","0.0","0.0","73","56"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-06-24","0.00","0.0","0.0","66","56"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-06-25","0.00","0.0","0.0","67","55"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-06-26","0.01","0.0","0.0","64","55"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-06-27","0.00","0.0","0.0","70","57"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-06-28","0.00","0.0","0.0","75","56"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-06-29","0.00","0.0","0.0","83","60"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-06-30","0.00","0.0","0.0","93","61"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-07-01","0.00","0.0","0.0","85","57"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-07-02","0.00","0.0","0.0","67","55"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-07-03","0.00","0.0","0.0","70","57"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-07-04","0.00","0.0","0.0","70","55"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-07-05","0.00","0.0","0.0","77","55"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-07-06","0.00","0.0","0.0","75","57"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-07-07","0.00","0.0","0.0","68","57"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-07-08","0.00","0.0","0.0","66","55"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-07-09","0.00","0.0","0.0","69","57"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-07-10","0.00","0.0","0.0","70","57"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-07-11","0.00","0.0","0.0","71","55"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-07-12","0.00","0.0","0.0","71","55"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-07-13","0.00","0.0","0.0","68","57"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-07-14","0.00","0.0","0.0","66","55"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-07-15","0.00","0.0","0.0","68","58"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-07-16","0.00","0.0","0.0","68","57"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-07-17","0.00","0.0","0.0","68","58"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-07-18","0.00","0.0","0.0","75","57"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-07-19","0.00","0.0","0.0","81","59"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-07-20","0.00","0.0","0.0","92","61"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-07-21","0.00","0.0","0.0","77","59"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-07-22","0.00","0.0","0.0","70","56"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-07-23","0.00","0.0","0.0","70","57"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-07-24","0.00","0.0","0.0","68","57"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-07-25","0.00","0.0","0.0","72","57"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-07-26","0.00","0.0","0.0","73","56"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-07-27","0.00","0.0","0.0","74","57"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-07-28","0.00","0.0","0.0","78","59"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-07-29","0.00","0.0","0.0","77","57"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-07-30","0.00","0.0","0.0","74","57"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1996-07-31","0.00","0.0","0.0","73","57"
